,gene,kl_divergence,p_value,fdr
4392,Snx25,0.9233433147040422,0.002997002997002997,0.010418679325877938
4393,Pex11b,0.9241129199268727,0.002997002997002997,0.010418679325877938
4394,Slc30a4,0.9336400603144845,0.002997002997002997,0.010418679325877938
4395,Zfp322a,0.9350880968192162,0.002997002997002997,0.010418679325877938
4396,Tsr2,0.943094684168345,0.002997002997002997,0.010418679325877938
4397,Aip,0.9453299292661956,0.002997002997002997,0.010418679325877938
4398,X2300009A05Rik,0.949159072530069,0.002997002997002997,0.010418679325877938
4399,Tmem181c.ps,0.9492607687646957,0.002997002997002997,0.010418679325877938
4400,Maoa,0.949266582683004,0.002997002997002997,0.010418679325877938
4401,Unkl,0.9498503336742925,0.002997002997002997,0.010418679325877938
4402,Hs6st1,0.9500354783935134,0.002997002997002997,0.010418679325877938
4403,Las1l,0.9619973803961615,0.002997002997002997,0.010418679325877938
4404,Gps2,0.9627087706124561,0.002997002997002997,0.010418679325877938
4405,Atg2b,0.9644231920397301,0.002997002997002997,0.010418679325877938
4406,Rusc2,0.9648831247935651,0.002997002997002997,0.010418679325877938
4407,Napb,0.9673090691616131,0.002997002997002997,0.010418679325877938
4408,Spg7,0.9680899742158469,0.002997002997002997,0.010418679325877938
4409,Bckdha,0.968443730641634,0.002997002997002997,0.010418679325877938
4410,Nup50,0.9689628283478837,0.002997002997002997,0.010418679325877938
4411,Samd14,0.9781463657116096,0.002997002997002997,0.010418679325877938
4412,X2410006H16Rik,0.979591784275527,0.002997002997002997,0.010418679325877938
4413,Dusp11,0.9797651389105455,0.002997002997002997,0.010418679325877938
4414,Tgfbrap1,0.9810453305755289,0.002997002997002997,0.010418679325877938
4415,Mcur1,0.9837405066297433,0.002997002997002997,0.010418679325877938
4416,Unc119b,0.9876830293043928,0.002997002997002997,0.010418679325877938
4417,Thap11,0.9909769352946545,0.002997002997002997,0.010418679325877938
4418,Dhx57,0.9910237888591933,0.002997002997002997,0.010418679325877938
4419,Lin52,0.994516246701922,0.002997002997002997,0.010418679325877938
4420,Sft2d2,0.9973042237711257,0.002997002997002997,0.010418679325877938
4421,Sema3a,0.9998447839449998,0.002997002997002997,0.010418679325877938
4422,Men1,1.0046899721334626,0.002997002997002997,0.010418679325877938
4423,Smoc1,1.0063408816130255,0.002997002997002997,0.010418679325877938
4424,B4galt3,1.0071715142010582,0.002997002997002997,0.010418679325877938
4425,Vcl,1.0078047499434875,0.002997002997002997,0.010418679325877938
4426,Limk1,1.0087852055985584,0.002997002997002997,0.010418679325877938
4427,Stxbp3a,1.0092731078052197,0.002997002997002997,0.010418679325877938
4428,Wnt5a,1.0105985521234468,0.002997002997002997,0.010418679325877938
4429,Sdf2,1.0156160706245667,0.002997002997002997,0.010418679325877938
4430,Manea,1.017634687486431,0.002997002997002997,0.010418679325877938
4431,Med24,1.0191345334038462,0.002997002997002997,0.010418679325877938
4432,Wbp7,1.0191696345108898,0.002997002997002997,0.010418679325877938
4433,Ccdc141,1.0195546835759055,0.002997002997002997,0.010418679325877938
4434,Map3k4,1.0237076143231267,0.002997002997002997,0.010418679325877938
4435,Tmem63b,1.0239303497810215,0.002997002997002997,0.010418679325877938
4436,Mrpl23,1.0260890867172872,0.002997002997002997,0.010418679325877938
4437,Rnf103,1.0275484276903493,0.002997002997002997,0.010418679325877938
4438,Rnf166,1.029776457094905,0.002997002997002997,0.010418679325877938
4439,Herc4,1.0327676816348221,0.002997002997002997,0.010418679325877938
4440,Trip11,1.0329575090020746,0.002997002997002997,0.010418679325877938
4441,Pdcd4,1.0343003301987315,0.002997002997002997,0.010418679325877938
4442,Rpp30,1.0363854138102258,0.002997002997002997,0.010418679325877938
4443,Apba2,1.038962014960964,0.002997002997002997,0.010418679325877938
4444,Dusp7,1.0411025760973642,0.002997002997002997,0.010418679325877938
4445,Tmem145,1.041518053476178,0.002997002997002997,0.010418679325877938
4446,Sdr39u1,1.0419595767880332,0.002997002997002997,0.010418679325877938
4447,Mpp1,1.0440002937160857,0.002997002997002997,0.010418679325877938
4448,X6030419C18Rik,1.0493314322877971,0.002997002997002997,0.010418679325877938
4449,Brsk1,1.0522347111662467,0.002997002997002997,0.010418679325877938
4450,Ciao1,1.053939618694777,0.002997002997002997,0.010418679325877938
4451,Ccdc92,1.0599816558698363,0.002997002997002997,0.010418679325877938
4452,Slc5a3,1.064110379725812,0.002997002997002997,0.010418679325877938
4453,Slc25a16,1.066450362976802,0.002997002997002997,0.010418679325877938
4454,Eif2b1,1.0670222157693843,0.002997002997002997,0.010418679325877938
4455,Ramp2,1.0681931455566929,0.002997002997002997,0.010418679325877938
4456,Mlycd,1.0691458574344919,0.002997002997002997,0.010418679325877938
4457,Man2c1,1.0734605707869154,0.002997002997002997,0.010418679325877938
4458,Mrps9,1.0736384464886783,0.002997002997002997,0.010418679325877938
4459,Tsr1,1.079013035286569,0.002997002997002997,0.010418679325877938
4460,X1110004E09Rik,1.083354594981257,0.002997002997002997,0.010418679325877938
4461,Ric3,1.0884738041676365,0.002997002997002997,0.010418679325877938
4462,Gpsm2,1.0892616465632283,0.002997002997002997,0.010418679325877938
4463,Tle1,1.0910766649827754,0.002997002997002997,0.010418679325877938
4464,Rhbdl1,1.0913483696874737,0.002997002997002997,0.010418679325877938
4465,Clip1,1.0968333679886197,0.002997002997002997,0.010418679325877938
4466,Stk35,1.1012333935249092,0.002997002997002997,0.010418679325877938
4467,Cdyl,1.1018256716743209,0.002997002997002997,0.010418679325877938
4468,Mrpl54,1.1124234293246391,0.002997002997002997,0.010418679325877938
4469,Med21,1.114535113007837,0.002997002997002997,0.010418679325877938
4470,Rpp21,1.1160688971082589,0.002997002997002997,0.010418679325877938
4471,Abi3bp,1.1203837873058315,0.002997002997002997,0.010418679325877938
4472,Fsd1l,1.1237595175595931,0.002997002997002997,0.010418679325877938
4473,Pex3,1.131490840532808,0.002997002997002997,0.010418679325877938
4474,Slc33a1,1.1377644861761316,0.002997002997002997,0.010418679325877938
4475,Atxn3,1.1416552335377568,0.002997002997002997,0.010418679325877938
4476,Rlf,1.1455314349726702,0.002997002997002997,0.010418679325877938
4477,Cmpk2,1.1462968991852935,0.002997002997002997,0.010418679325877938
4478,Kdm4b,1.1465570636108653,0.002997002997002997,0.010418679325877938
4479,Wdr18,1.151415731708358,0.002997002997002997,0.010418679325877938
4480,Akap17b,1.1545746836977298,0.002997002997002997,0.010418679325877938
4481,Phkb,1.1619408374216258,0.002997002997002997,0.010418679325877938
4482,Brms1l,1.167712327103744,0.002997002997002997,0.010418679325877938
4483,Stradb,1.1690717192587052,0.002997002997002997,0.010418679325877938
4484,Lrp1b,1.173263696799703,0.002997002997002997,0.010418679325877938
4485,Smcr7l,1.1762382981883561,0.002997002997002997,0.010418679325877938
4486,Snx30,1.1792122408305703,0.002997002997002997,0.010418679325877938
4487,Phf15,1.186422103868159,0.002997002997002997,0.010418679325877938
4488,Ica1,1.1923222867221677,0.002997002997002997,0.010418679325877938
4489,Ccdc117,1.2028531211044111,0.002997002997002997,0.010418679325877938
4490,Gmps,1.2241546624465875,0.002997002997002997,0.010418679325877938
4491,X2810474O19Rik,1.2261505498932066,0.002997002997002997,0.010418679325877938
4492,Zfp770,1.231062173198262,0.002997002997002997,0.010418679325877938
4493,Rgma,1.2325090994117551,0.002997002997002997,0.010418679325877938
4494,Scrn3,1.2423669722859212,0.002997002997002997,0.010418679325877938
4495,Arhgef1,1.2570579164960973,0.002997002997002997,0.010418679325877938
4496,Sdhaf1,1.2607049110021813,0.002997002997002997,0.010418679325877938
4497,Nme7,1.267434563437107,0.002997002997002997,0.010418679325877938
4498,Ercc6l2,1.2829037790575146,0.002997002997002997,0.010418679325877938
4499,Nudt2,1.2831415835658166,0.002997002997002997,0.010418679325877938
4500,Mfhas1,1.294506404989131,0.002997002997002997,0.010418679325877938
4501,Caskin2,1.3062981228731676,0.002997002997002997,0.010418679325877938
4502,Fbxo7,1.3098628208720486,0.002997002997002997,0.010418679325877938
4503,Polr2i,1.3103014747119412,0.002997002997002997,0.010418679325877938
4504,Mrpl2,1.3156926191274119,0.002997002997002997,0.010418679325877938
4505,Wdr48,1.3157506315032674,0.002997002997002997,0.010418679325877938
4506,Dtnb,1.3179809708400176,0.002997002997002997,0.010418679325877938
4507,X2410018M08Rik,1.3192642973347402,0.002997002997002997,0.010418679325877938
4508,Srgap1,1.3206742704961802,0.002997002997002997,0.010418679325877938
4509,Gm16039,1.3209332745777926,0.002997002997002997,0.010418679325877938
4510,Ift74,1.3325201565816571,0.002997002997002997,0.010418679325877938
4511,Arhgap26,1.33310669107829,0.002997002997002997,0.010418679325877938
4512,Lipa,1.3337406103842737,0.002997002997002997,0.010418679325877938
4513,Pnpt1,1.3357037811570487,0.002997002997002997,0.010418679325877938
4514,Paqr7,1.3600045080100416,0.002997002997002997,0.010418679325877938
4515,Lrrc24,1.3658027488876257,0.002997002997002997,0.010418679325877938
4516,Tubb6,1.3682563383605202,0.002997002997002997,0.010418679325877938
4517,D17H6S53E,1.368998085735365,0.002997002997002997,0.010418679325877938
4518,Ctdsp1,1.3698352568493832,0.002997002997002997,0.010418679325877938
4519,Chi3l1,1.3791315388800336,0.002997002997002997,0.010418679325877938
4520,Nebl,1.409691377599463,0.002997002997002997,0.010418679325877938
4521,Ogn,1.4104830313771397,0.002997002997002997,0.010418679325877938
4522,Akt1s1,1.4168657272157108,0.002997002997002997,0.010418679325877938
4523,Fkbp3,1.418861964602046,0.002997002997002997,0.010418679325877938
4524,Becn1,1.4324467646655101,0.002997002997002997,0.010418679325877938
4525,Mrpl39,1.4437746849126438,0.002997002997002997,0.010418679325877938
4526,Gab2,1.4540759828111578,0.002997002997002997,0.010418679325877938
4527,Ak4,1.4559612991592077,0.002997002997002997,0.010418679325877938
4528,Rpgrip1l,1.465351415315602,0.002997002997002997,0.010418679325877938
4529,Hmbs,1.4741085302210535,0.002997002997002997,0.010418679325877938
4530,Nxph4,1.4749568390089136,0.002997002997002997,0.010418679325877938
4531,Bloc1s2a,1.4845356406407277,0.002997002997002997,0.010418679325877938
4532,Sytl2,1.488904743014646,0.002997002997002997,0.010418679325877938
4533,Nt5c,1.5166195846640362,0.002997002997002997,0.010418679325877938
4534,Crip1,1.526349678593034,0.002997002997002997,0.010418679325877938
4535,Rfesd,1.5334942766929804,0.002997002997002997,0.010418679325877938
4536,Dhps,1.5393038438064006,0.002997002997002997,0.010418679325877938
4537,Phf13,1.5453036736780619,0.002997002997002997,0.010418679325877938
4538,Elf1,1.561445558615896,0.002997002997002997,0.010418679325877938
4539,E2f3,1.5677107849348726,0.002997002997002997,0.010418679325877938
4540,Hmgn5,1.5681029772163693,0.002997002997002997,0.010418679325877938
4541,Cacng2,1.5787375555594854,0.002997002997002997,0.010418679325877938
4542,Met,1.587108885729082,0.002997002997002997,0.010418679325877938
4543,Pbx4,1.5892221820653378,0.002997002997002997,0.010418679325877938
4544,Smpd2,1.5936786347378047,0.002997002997002997,0.010418679325877938
4545,Kctd9,1.5997097361687622,0.002997002997002997,0.010418679325877938
4546,Ero1l,1.6041775567503036,0.002997002997002997,0.010418679325877938
4547,Fdxr,1.6057726481927834,0.002997002997002997,0.010418679325877938
4548,Ccdc90b,1.608754817704225,0.002997002997002997,0.010418679325877938
4549,Pdzd9,1.6254689249559042,0.002997002997002997,0.010418679325877938
4550,Fam13a,1.6445719000909669,0.002997002997002997,0.010418679325877938
4551,Slc7a10,1.6498855600473368,0.002997002997002997,0.010418679325877938
4552,Sphk1,1.659195270814481,0.002997002997002997,0.010418679325877938
4553,Pus7,1.6664494629840867,0.002997002997002997,0.010418679325877938
4554,Olfm3,1.666803259089018,0.002997002997002997,0.010418679325877938
4555,Tubg2,1.698552640851234,0.002997002997002997,0.010418679325877938
4556,Clmp,1.705621973379092,0.002997002997002997,0.010418679325877938
4557,Gfm2,1.7106248210512454,0.002997002997002997,0.010418679325877938
4558,Radil,1.7116760511214069,0.002997002997002997,0.010418679325877938
4559,Ptchd4,1.7451447121341324,0.002997002997002997,0.010418679325877938
4560,Pard3b,1.7719774605633725,0.002997002997002997,0.010418679325877938
4561,Efs,1.78007825187509,0.002997002997002997,0.010418679325877938
4562,Traf4,1.7923451925150582,0.002997002997002997,0.010418679325877938
4563,Pros1,1.801074183454398,0.002997002997002997,0.010418679325877938
4564,A230057D06Rik,1.8177029782382093,0.002997002997002997,0.010418679325877938
4565,Snora81,1.8342592889957525,0.002997002997002997,0.010418679325877938
4566,X2900092D14Rik,1.8944371419465624,0.002997002997002997,0.010418679325877938
4567,Zfp182,1.905128289743542,0.002997002997002997,0.010418679325877938
4568,X4922501C03Rik,1.912305222071321,0.002997002997002997,0.010418679325877938
4569,Slc6a13,1.9184854245008631,0.002997002997002997,0.010418679325877938
4570,Tbccd1,1.9195174983364465,0.002997002997002997,0.010418679325877938
4571,Chordc1,1.9351888581733214,0.002997002997002997,0.010418679325877938
4572,Klhl11,1.9616859721967608,0.002997002997002997,0.010418679325877938
4573,C130071C03Rik,2.0207351658635835,0.002997002997002997,0.010418679325877938
4574,X1110054M08Rik,2.029569106266489,0.002997002997002997,0.010418679325877938
4575,Rarb,2.0390987550925352,0.002997002997002997,0.010418679325877938
4576,Agbl2,2.0707094142604756,0.002997002997002997,0.010418679325877938
4577,S100a11,2.075158740683614,0.002997002997002997,0.010418679325877938
4578,Cbx8,2.077642602955611,0.002997002997002997,0.010418679325877938
4579,Car4,2.083458870097058,0.002997002997002997,0.010418679325877938
4580,A530058N18Rik,2.092844594489044,0.002997002997002997,0.010418679325877938
4581,Myl6b,2.1201413224172287,0.002997002997002997,0.010418679325877938
4582,Gm6623,2.1247774225649865,0.002997002997002997,0.010418679325877938
4583,Zfpm2,2.1254829345665205,0.002997002997002997,0.010418679325877938
4584,Pgm1,2.1328492276789213,0.002997002997002997,0.010418679325877938
4585,Fbln5,2.147247060606756,0.002997002997002997,0.010418679325877938
4586,Lancl3,2.2965736196895623,0.002997002997002997,0.010418679325877938
4587,Lypd1,2.3531416380703356,0.002997002997002997,0.010418679325877938
4588,Pycard,2.3620470275517946,0.002997002997002997,0.010418679325877938
4589,Angptl2,2.470255944594327,0.002997002997002997,0.010418679325877938
4590,X2610507I01Rik,2.471140940357408,0.002997002997002997,0.010418679325877938
4591,Scn5a,2.4812149387324025,0.002997002997002997,0.010418679325877938
4592,Decr2,2.503481928449464,0.002997002997002997,0.010418679325877938
4593,Igsf1,2.5351640962007043,0.002997002997002997,0.010418679325877938
4594,Pcdhga5,2.6552805244515483,0.002997002997002997,0.010418679325877938
4595,Mov10,2.676685005743859,0.002997002997002997,0.010418679325877938
4596,Tbc1d10c,2.704476846282799,0.002997002997002997,0.010418679325877938
4597,BC048943,2.706969965866544,0.002997002997002997,0.010418679325877938
4598,AF529169,2.7790511026933533,0.002997002997002997,0.010418679325877938
4599,Mutyh,2.8513370666387994,0.002997002997002997,0.010418679325877938
4600,Grik4,2.8758410521043363,0.002997002997002997,0.010418679325877938
4601,Ms4a6d,2.976318838962422,0.002997002997002997,0.010418679325877938
4602,Slc5a5,3.1391987550772558,0.002997002997002997,0.010418679325877938
4603,Fbxw10,3.145299322253011,0.002997002997002997,0.010418679325877938
4604,Brat1,3.2618066113945634,0.002997002997002997,0.010418679325877938
4605,Ccdc64,3.361535579450418,0.002997002997002997,0.010418679325877938
4606,Birc3,3.4148537889588537,0.002997002997002997,0.010418679325877938
4607,Gpr83,3.4287327535364964,0.002997002997002997,0.010418679325877938
4608,Rtn4ip1,3.527347303684989,0.002997002997002997,0.010418679325877938
4609,Csf3r,3.8299459559546607,0.002997002997002997,0.010418679325877938
4610,Cabp5,3.8339089885116366,0.002997002997002997,0.010418679325877938
4611,Cpsf4l,3.931745431539142,0.002997002997002997,0.010418679325877938
4612,X1700113A16Rik,0.4194294339015302,0.003996003996003996,0.01309379359655264
4613,Inpp5j,0.4592469753050943,0.003996003996003996,0.01309379359655264
4614,Arid1a,0.4603340490226495,0.003996003996003996,0.01309379359655264
4615,Stard7,0.480903112258087,0.003996003996003996,0.01309379359655264
4616,Ccnl2,0.49073694396485834,0.003996003996003996,0.01309379359655264
4617,Cadm3,0.5108629853024302,0.003996003996003996,0.01309379359655264
4618,Gnb2,0.5142278949701743,0.003996003996003996,0.01309379359655264
4619,Lrrc40,0.5194565928508419,0.003996003996003996,0.01309379359655264
4620,Trappc6b,0.5214170308459067,0.003996003996003996,0.01309379359655264
4621,Wbp11,0.5219652853505918,0.003996003996003996,0.01309379359655264
4622,Csnk1d,0.5251559023499792,0.003996003996003996,0.01309379359655264
4623,Trim28,0.5287888996465442,0.003996003996003996,0.01309379359655264
4624,Chn2,0.5370378054745926,0.003996003996003996,0.01309379359655264
4625,Taldo1,0.5386378452167488,0.003996003996003996,0.01309379359655264
4626,Kalrn,0.5435716947982678,0.003996003996003996,0.01309379359655264
4627,Abl2,0.5602508720770403,0.003996003996003996,0.01309379359655264
4628,Kcnb1,0.5631300647039394,0.003996003996003996,0.01309379359655264
4629,Cstf2,0.5640509908578699,0.003996003996003996,0.01309379359655264
4630,Abca2,0.569017426690849,0.003996003996003996,0.01309379359655264
4631,Pdia3,0.5858514353298523,0.003996003996003996,0.01309379359655264
4632,Klhdc2,0.5936145957396458,0.003996003996003996,0.01309379359655264
4633,Eif2s3y,0.5976263875224558,0.003996003996003996,0.01309379359655264
4634,Epha5,0.5986415316544282,0.003996003996003996,0.01309379359655264
4635,Lgr4,0.6038549164080642,0.003996003996003996,0.01309379359655264
4636,Bap1,0.604907504028767,0.003996003996003996,0.01309379359655264
4637,Fosl2,0.605488495700677,0.003996003996003996,0.01309379359655264
4638,Ttc19,0.6055050811161933,0.003996003996003996,0.01309379359655264
4639,Vstm2a,0.6059466766687069,0.003996003996003996,0.01309379359655264
4640,Anp32b,0.6086762915754741,0.003996003996003996,0.01309379359655264
4641,Gpatch8,0.6097037239067469,0.003996003996003996,0.01309379359655264
4642,Lancl2,0.6117794150905778,0.003996003996003996,0.01309379359655264
4643,Ap1s1,0.6173082417133002,0.003996003996003996,0.01309379359655264
4644,Pak3,0.6182330164001444,0.003996003996003996,0.01309379359655264
4645,Sec23a,0.6183671006471488,0.003996003996003996,0.01309379359655264
4646,Ube2e2,0.622227150941561,0.003996003996003996,0.01309379359655264
4647,Etv5,0.6282315532454656,0.003996003996003996,0.01309379359655264
4648,Clns1a,0.628547380428603,0.003996003996003996,0.01309379359655264
4649,Arl6ip5,0.6325593518774237,0.003996003996003996,0.01309379359655264
4650,Rps2,0.639247015482444,0.003996003996003996,0.01309379359655264
4651,Chmp2a,0.6447789497521847,0.003996003996003996,0.01309379359655264
4652,Arhgef17,0.6469217674317078,0.003996003996003996,0.01309379359655264
4653,Casd1,0.6474437250761083,0.003996003996003996,0.01309379359655264
4654,Ddx50,0.6502481460841976,0.003996003996003996,0.01309379359655264
4655,Hexa,0.6512439780525539,0.003996003996003996,0.01309379359655264
4656,Ankrd10,0.6528682863597843,0.003996003996003996,0.01309379359655264
4657,Wdr37,0.6711591169867323,0.003996003996003996,0.01309379359655264
4658,Nxf1,0.6746214980849763,0.003996003996003996,0.01309379359655264
4659,Gtf3c1,0.6758948544507761,0.003996003996003996,0.01309379359655264
4660,Scrib,0.6782411135613493,0.003996003996003996,0.01309379359655264
4661,Eea1,0.680521980282617,0.003996003996003996,0.01309379359655264
4662,Rgs4,0.6903569442837433,0.003996003996003996,0.01309379359655264
4663,Numa1,0.692927070597283,0.003996003996003996,0.01309379359655264
4664,Wdr47,0.6930209115157254,0.003996003996003996,0.01309379359655264
4665,Pcnx,0.6960782553501461,0.003996003996003996,0.01309379359655264
4666,Srp68,0.6968529121638243,0.003996003996003996,0.01309379359655264
4667,Tomm40,0.6976529586935918,0.003996003996003996,0.01309379359655264
4668,Xpot,0.7003128418227382,0.003996003996003996,0.01309379359655264
4669,Stat5b,0.7003648724924664,0.003996003996003996,0.01309379359655264
4670,Rap2b,0.7021077518303165,0.003996003996003996,0.01309379359655264
4671,Hes5,0.7025802438604412,0.003996003996003996,0.01309379359655264
4672,March8,0.7202374944659244,0.003996003996003996,0.01309379359655264
4673,Rnf34,0.7219419215212892,0.003996003996003996,0.01309379359655264
4674,Rnf115,0.7307939113352544,0.003996003996003996,0.01309379359655264
4675,Atraid,0.7349861943158589,0.003996003996003996,0.01309379359655264
4676,Ubqln4,0.7356337764529421,0.003996003996003996,0.01309379359655264
4677,Polr1d,0.7370629516308891,0.003996003996003996,0.01309379359655264
4678,Ccndbp1,0.7444774581872567,0.003996003996003996,0.01309379359655264
4679,Dpy19l1,0.7496636855465606,0.003996003996003996,0.01309379359655264
4680,Zfp462,0.7538069327387165,0.003996003996003996,0.01309379359655264
4681,Baz2b,0.7563414745399619,0.003996003996003996,0.01309379359655264
4682,Lcmt1,0.7567670064100372,0.003996003996003996,0.01309379359655264
4683,Cap2,0.7637799318161119,0.003996003996003996,0.01309379359655264
4684,Fgfr2,0.7717451195624814,0.003996003996003996,0.01309379359655264
4685,Pspc1,0.7767401958024718,0.003996003996003996,0.01309379359655264
4686,Clint1,0.7771870435026573,0.003996003996003996,0.01309379359655264
4687,Dnajc9,0.778457871537851,0.003996003996003996,0.01309379359655264
4688,Nova2,0.787590537943439,0.003996003996003996,0.01309379359655264
4689,Fech,0.7880052519913088,0.003996003996003996,0.01309379359655264
4690,Skiv2l,0.7880240880015812,0.003996003996003996,0.01309379359655264
4691,Psmc5,0.7895896870948845,0.003996003996003996,0.01309379359655264
4692,Fam32a,0.8023123758662372,0.003996003996003996,0.01309379359655264
4693,Dennd2a,0.8047176852783751,0.003996003996003996,0.01309379359655264
4694,Dvl1,0.8055754445303078,0.003996003996003996,0.01309379359655264
4695,Samm50,0.8055925182244957,0.003996003996003996,0.01309379359655264
4696,Abhd17b,0.8058436626510972,0.003996003996003996,0.01309379359655264
4697,Vldlr,0.8068132907379878,0.003996003996003996,0.01309379359655264
4698,Pak6,0.8099486281942372,0.003996003996003996,0.01309379359655264
4699,Gga1,0.8109129882622093,0.003996003996003996,0.01309379359655264
4700,Ly6e,0.8133159593976125,0.003996003996003996,0.01309379359655264
4701,Pex6,0.8141777914266837,0.003996003996003996,0.01309379359655264
4702,Ralgds,0.8147545561747803,0.003996003996003996,0.01309379359655264
4703,Dennd4a,0.8225916345309101,0.003996003996003996,0.01309379359655264
4704,Ezr,0.8271640225704224,0.003996003996003996,0.01309379359655264
4705,Ankfy1,0.8317635831170791,0.003996003996003996,0.01309379359655264
4706,C1qa,0.8348400592576175,0.003996003996003996,0.01309379359655264
4707,Letm1,0.8352896190846046,0.003996003996003996,0.01309379359655264
4708,Htt,0.8547668676360847,0.003996003996003996,0.01309379359655264
4709,Nr2f2,0.8586725922371629,0.003996003996003996,0.01309379359655264
4710,Clip2,0.8597787004400281,0.003996003996003996,0.01309379359655264
4711,Kctd1,0.8648632500537511,0.003996003996003996,0.01309379359655264
4712,Taok3,0.8683896450019408,0.003996003996003996,0.01309379359655264
4713,Zfp36l1,0.8771219309484366,0.003996003996003996,0.01309379359655264
4714,Surf4,0.8867114099097735,0.003996003996003996,0.01309379359655264
4715,Ecsit,0.8949059817068719,0.003996003996003996,0.01309379359655264
4716,Mrps23,0.8955837112261333,0.003996003996003996,0.01309379359655264
4717,Ssbp4,0.8983542064170851,0.003996003996003996,0.01309379359655264
4718,Nck2,0.9047701224578819,0.003996003996003996,0.01309379359655264
4719,Dpp9,0.9049123480720642,0.003996003996003996,0.01309379359655264
4720,Chmp1b,0.9067365401147385,0.003996003996003996,0.01309379359655264
4721,Slco1c1,0.9119873372775085,0.003996003996003996,0.01309379359655264
4722,Mdga1,0.9198230672630248,0.003996003996003996,0.01309379359655264
4723,Aldh3a2,0.9237931482906442,0.003996003996003996,0.01309379359655264
4724,Nckap1,0.9284933758326357,0.003996003996003996,0.01309379359655264
4725,Tox4,0.9316236283906473,0.003996003996003996,0.01309379359655264
4726,Creg1,0.9378373662790384,0.003996003996003996,0.01309379359655264
4727,Fuom,0.9407340965599127,0.003996003996003996,0.01309379359655264
4728,Eif4enif1,0.9429771525193652,0.003996003996003996,0.01309379359655264
4729,Crls1,0.9435309467538804,0.003996003996003996,0.01309379359655264
4730,Rcbtb2,0.9514045345577294,0.003996003996003996,0.01309379359655264
4731,Dhdds,0.9515284955357939,0.003996003996003996,0.01309379359655264
4732,Gm996,0.9540747348936272,0.003996003996003996,0.01309379359655264
4733,Mrpl15,0.9543362249761451,0.003996003996003996,0.01309379359655264
4734,Cnst,0.9544394980148571,0.003996003996003996,0.01309379359655264
4735,Lgals3bp,0.95528705671876,0.003996003996003996,0.01309379359655264
4736,Mrpl32,0.9568209287339007,0.003996003996003996,0.01309379359655264
4737,Pdlim5,0.9574693333369341,0.003996003996003996,0.01309379359655264
4738,Atad3a,0.958629658578841,0.003996003996003996,0.01309379359655264
4739,Tmem230,0.9602518934708817,0.003996003996003996,0.01309379359655264
4740,X2700094K13Rik,0.9652902587512026,0.003996003996003996,0.01309379359655264
4741,Tmem68,0.969511843004524,0.003996003996003996,0.01309379359655264
4742,Flcn,0.970547510820954,0.003996003996003996,0.01309379359655264
4743,Urm1,0.9821582780348905,0.003996003996003996,0.01309379359655264
4744,Nosip,0.9835341042620521,0.003996003996003996,0.01309379359655264
4745,Nfkbia,0.9928855207936806,0.003996003996003996,0.01309379359655264
4746,X1700123O20Rik,1.0028366084492575,0.003996003996003996,0.01309379359655264
4747,Tomm34,1.0065070783186734,0.003996003996003996,0.01309379359655264
4748,Rfwd2,1.008426450364942,0.003996003996003996,0.01309379359655264
4749,Commd6,1.0143807654263823,0.003996003996003996,0.01309379359655264
4750,Hat1,1.0153738937778654,0.003996003996003996,0.01309379359655264
4751,Dpy30,1.0168237558490378,0.003996003996003996,0.01309379359655264
4752,Fam213b,1.0202953093232692,0.003996003996003996,0.01309379359655264
4753,Yeats4,1.0214431568693314,0.003996003996003996,0.01309379359655264
4754,Mnt,1.023261426985875,0.003996003996003996,0.01309379359655264
4755,Mast1,1.0344356028706865,0.003996003996003996,0.01309379359655264
4756,Trpm3,1.0354768122624993,0.003996003996003996,0.01309379359655264
4757,Mrpl43,1.0492764623905901,0.003996003996003996,0.01309379359655264
4758,Filip1l,1.0534682580745267,0.003996003996003996,0.01309379359655264
4759,Topors,1.0556208939340244,0.003996003996003996,0.01309379359655264
4760,Dynlt1a,1.0562390977130547,0.003996003996003996,0.01309379359655264
4761,Lemd3,1.0601272722210788,0.003996003996003996,0.01309379359655264
4762,Psmd5,1.0633048161951422,0.003996003996003996,0.01309379359655264
4763,Ptpmt1,1.0670787258821544,0.003996003996003996,0.01309379359655264
4764,Prpsap2,1.0755779566821664,0.003996003996003996,0.01309379359655264
4765,Fam210b,1.0822362398195868,0.003996003996003996,0.01309379359655264
4766,Npat,1.0876002089669987,0.003996003996003996,0.01309379359655264
4767,Ssh2,1.0882171528387508,0.003996003996003996,0.01309379359655264
4768,Trp53bp1,1.0897639685080427,0.003996003996003996,0.01309379359655264
4769,Gatad2a,1.0907341256657839,0.003996003996003996,0.01309379359655264
4770,Fbxw8,1.0909146525109241,0.003996003996003996,0.01309379359655264
4771,Atxn1l,1.09120294358134,0.003996003996003996,0.01309379359655264
4772,Mrpl45,1.107858817784804,0.003996003996003996,0.01309379359655264
4773,Atf7ip,1.1181743242650048,0.003996003996003996,0.01309379359655264
4774,Crat,1.1196812204718114,0.003996003996003996,0.01309379359655264
4775,Taf3,1.1205357225292534,0.003996003996003996,0.01309379359655264
4776,Cdr2l,1.1270502296812377,0.003996003996003996,0.01309379359655264
4777,Slmo1,1.145409501074751,0.003996003996003996,0.01309379359655264
4778,Sugt1,1.1458659680074716,0.003996003996003996,0.01309379359655264
4779,Mfsd2a,1.157245920078792,0.003996003996003996,0.01309379359655264
