,gene,kl_divergence,p_value,fdr
85,Ubb,0.13879596706278385,0.000999000999000999,0.004450398170876081
86,Rcn2,0.14047191634644432,0.000999000999000999,0.004450398170876081
87,Pcsk1n,0.14139910891407248,0.000999000999000999,0.004450398170876081
88,Ywhab,0.1417103258930279,0.000999000999000999,0.004450398170876081
89,Gria1,0.1423749356652233,0.000999000999000999,0.004450398170876081
90,Mt2,0.14300232014075379,0.000999000999000999,0.004450398170876081
91,Hsp90ab1,0.14310278946330918,0.000999000999000999,0.004450398170876081
92,Tmbim6,0.14322892499611423,0.000999000999000999,0.004450398170876081
93,Map1b,0.1437666455555087,0.000999000999000999,0.004450398170876081
94,Ghitm,0.14378145458348365,0.000999000999000999,0.004450398170876081
95,Tmod2,0.1442082129114292,0.000999000999000999,0.004450398170876081
96,Arhgef12,0.14435608720217916,0.000999000999000999,0.004450398170876081
97,Pafah1b1,0.1451673725450599,0.000999000999000999,0.004450398170876081
98,Ubc,0.14587028666550222,0.000999000999000999,0.004450398170876081
99,Ddx5,0.14623232029493707,0.000999000999000999,0.004450398170876081
100,Celf4,0.1469763272010013,0.000999000999000999,0.004450398170876081
101,Cox6c,0.14721380036952927,0.000999000999000999,0.004450398170876081
102,Dbi,0.14727246755033196,0.000999000999000999,0.004450398170876081
103,Actg1,0.14734949815427154,0.000999000999000999,0.004450398170876081
104,Serinc1,0.14770433054107457,0.000999000999000999,0.004450398170876081
105,Tpt1,0.14857219852062364,0.000999000999000999,0.004450398170876081
106,Dpysl2,0.14893599888779002,0.000999000999000999,0.004450398170876081
107,Gnb1,0.14946990671085653,0.000999000999000999,0.004450398170876081
108,Hsp90aa1,0.14947325238869813,0.000999000999000999,0.004450398170876081
109,Nrsn1,0.14979700440887073,0.000999000999000999,0.004450398170876081
110,Uba52,0.1503212580268026,0.000999000999000999,0.004450398170876081
111,Rtn1,0.1506291228999085,0.000999000999000999,0.004450398170876081
112,Pfn2,0.1509049504318509,0.000999000999000999,0.004450398170876081
113,Hnrnpa2b1,0.15168659795013806,0.000999000999000999,0.004450398170876081
114,Klc1,0.15181406891981347,0.000999000999000999,0.004450398170876081
115,Eif4a2,0.15227799687580645,0.000999000999000999,0.004450398170876081
116,Rps20,0.15234802549185533,0.000999000999000999,0.004450398170876081
117,Adarb1,0.1533735930706528,0.000999000999000999,0.004450398170876081
118,Nap1l5,0.1537125411305063,0.000999000999000999,0.004450398170876081
119,Aes,0.15406497854625067,0.000999000999000999,0.004450398170876081
120,Tuba1b,0.15489734278170758,0.000999000999000999,0.004450398170876081
121,Cntn1,0.1549722034333923,0.000999000999000999,0.004450398170876081
122,Rab1,0.1552857231530709,0.000999000999000999,0.004450398170876081
123,Syt11,0.15548218485064244,0.000999000999000999,0.004450398170876081
124,Skp1a,0.15548491421350824,0.000999000999000999,0.004450398170876081
125,Map2,0.15585425577631867,0.000999000999000999,0.004450398170876081
126,Syt1,0.15598575464199063,0.000999000999000999,0.004450398170876081
127,Sod1,0.15615947694487214,0.000999000999000999,0.004450398170876081
128,Id2,0.15690695357154347,0.000999000999000999,0.004450398170876081
129,Gm1821,0.15718587381856802,0.000999000999000999,0.004450398170876081
130,Ttc3,0.15819830784170302,0.000999000999000999,0.004450398170876081
131,Abat,0.15857343941981855,0.000999000999000999,0.004450398170876081
132,Rps9,0.1594333645803519,0.000999000999000999,0.004450398170876081
133,Cdc42,0.1595334563842377,0.000999000999000999,0.004450398170876081
134,Aplp2,0.1597398201367181,0.000999000999000999,0.004450398170876081
135,Nedd4,0.16033144459143475,0.000999000999000999,0.004450398170876081
136,Rps8,0.16059327485624864,0.000999000999000999,0.004450398170876081
137,Sncb,0.16140621981566944,0.000999000999000999,0.004450398170876081
138,Atp5d,0.16163045782562044,0.000999000999000999,0.004450398170876081
139,Gm10012,0.1620842162470695,0.000999000999000999,0.004450398170876081
140,Rps24,0.16248495448881978,0.000999000999000999,0.004450398170876081
141,Ndrg4,0.16280639013657694,0.000999000999000999,0.004450398170876081
