gene,cosine_similarity
Egr1,0.8218101
Ppp2r2c,0.8217253
Gpd2,0.82170576
Rbm5,0.8216647
Ube2v1,0.82164556
Tpm1,0.8215215
Serf2,0.8214043
Oat,0.8213286
Zdhhc17,0.82127786
Mcf2l,0.8211239
Dhx15,0.82111037
Zmiz1,0.8210932
Zfml,0.82096505
Mapk10,0.82052594
Ncoa1,0.8203665
Tubb5,0.82029146
Kif2a,0.8202386
Vim,0.82012326
Ap2a2,0.8200556
Lrp11,0.81992453
Hk1,0.81987625
Ogdh,0.8197378
Syngr1,0.8196846
Psmb1,0.8196054
Peg13,0.819481
Syn1,0.8194267
Cyhr1,0.8192447
Pld3,0.81921756
Wac,0.8191023
Tmem65,0.81909513
R3hdm2,0.81909305
Ubn2,0.819078
Ppargc1a,0.81896144
Txn2,0.8189227
Whsc1,0.8189124
Nudt4,0.8188978
Cand1,0.8188574
X1700008O03Rik,0.8188088
Emc7,0.818618
Capza2,0.81857985
Cx3cl1,0.81852067
Ptov1,0.81811965
Hpcal4,0.81791717
X1700113A16Rik,0.8174505
Rnf44,0.8173609
Cbx3,0.81733876
Pbrm1,0.81730336
Ckap5,0.8171071
Tmcc2,0.8170315
Fmnl2,0.81690377
Nrep,0.8168784
Kpnb1,0.81684136
Ube2i,0.81674063
Sdc3,0.81671375
Trim37,0.8166115
Phip,0.81660223
Phyhipl,0.81653714
Dag1,0.8164882
Erbb2ip,0.8163818
Hdlbp,0.8163662
Prpf19,0.81633097
Eif4g1,0.81617653
Aldh5a1,0.8161675
Dos,0.8160204
Msl1,0.81585467
Dlg1,0.8157991
Rps10,0.81579274
Tomm70a,0.8156156
Rad23b,0.815455
Nmnat2,0.8154056
Robo2,0.81539434
Ncan,0.81497407
Dennd5b,0.81495196
Dync1i1,0.81463206
Olig1,0.814529
Grin1,0.81446505
Arpc4,0.8144216
Snx3,0.8143821
Immt,0.8143736
Mbnl1,0.81414664
Park7,0.8141093
Pip5k1c,0.814047
Tiam1,0.81402147
Hnrnpr,0.8139129
Dusp8,0.81359375
Pkp4,0.8134989
Psmb4,0.8134179
Ptprn2,0.81328917
Id3,0.8131693
Asph,0.8130397
Inpp5j,0.81280994
Mnf1,0.81267285
Ppa1,0.812672
Rab3c,0.8125626
Pde4a,0.8125591
Adipor1,0.81247056
Rapgef2,0.81240606
Prpf8,0.8122895
Etv1,0.8122773
Crk,0.81226856
Tmem59l,0.81224215
Cab39,0.81212485
Npdc1,0.81194127
Irf2bp2,0.81192297
Fam126b,0.81184995
Sel1l,0.81176597
Evi5,0.8116549
Arl5a,0.8116488
Fem1b,0.81159973
Uba2,0.8115032
Mapre1,0.81139493
Tom1l2,0.81139123
Ehmt2,0.8113617
Sar1b,0.8111388
Kcnip2,0.811042
Usp22,0.81102943
Slc20a1,0.81085366
Ddx39b,0.8107936
Btg1,0.8107589
Anapc11,0.81072617
Lgmn,0.8106796
Zc3h11a,0.81064796
Ptn,0.81063443
Caprin1,0.8105758
Sumo3,0.81049806
Pkia,0.8104376
D17Wsu92e,0.81042945
Paip1,0.81040245
Acbd5,0.81028044
Ndufs8,0.810233
Camkk2,0.8100304
Zmym2,0.8100024
Ik,0.8099628
Wasf1,0.8098886
Rnf13,0.8098722
Hook3,0.80986345
Psmb6,0.8096079
Jmjd1c,0.80942386
Psmd2,0.80925286
Sf1,0.8092091
B4galt6,0.80919695
Eif3h,0.8091764
Cacybp,0.8087345
Rpl18,0.8087235
Wdfy3,0.80867875
Tmem9b,0.8086439
Rnasek,0.80861235
Spcs2,0.8085905
Eomes,0.80851126
Diras2,0.8082104
Nsd1,0.80819637
Acot7,0.8078421
Eprs,0.8078326
Napg,0.80781263
Zbtb4,0.80774254
Copg1,0.80767345
Ncor2,0.8076444
Aars,0.8076114
Rasl11b,0.807553
Ankrd17,0.80730903
Rnf10,0.8073033
Arpc1a,0.80727726
Gpr56,0.8072261
Tsn,0.80715966
Usp7,0.80710036
Ndufs6,0.8068638
Psma1,0.80684084
Pdap1,0.806838
Agtpbp1,0.8067697
Slc6a17,0.80671024
Csnk1e,0.80663884
Ccdc50,0.8065984
Cdk17,0.80645543
Tra2b,0.8064117
Foxg1,0.8062749
Suclg1,0.8061942
Cxxc5,0.80604863
Nav1,0.80600923
Fis1,0.80594534
Rims2,0.8059225
Lbh,0.8057067
Rabgap1l,0.8056705
Mia3,0.8053756
Magee1,0.805209
Ndufa8,0.8051082
Ppdpf,0.80494714
Chmp5,0.80487967
Pabpn1,0.8048779
Git1,0.8048583
Gdap1,0.80459476
Rala,0.8045922
Gorasp2,0.80456513
Ptpra,0.80456376
Pcmtd1,0.80456334
Stmn2,0.8044844
Ndufa9,0.8044092
Copa,0.80436975
Rhoq,0.8043161
Rasa1,0.80430704
Stxbp6,0.8042507
Trove2,0.80424416
Arhgap32,0.80420756
Ube2r2,0.8041662
Tubb4b,0.8041482
Myo9a,0.80407405
Ddah1,0.8040721
Psmc2,0.8039721
Csnk2a1,0.8036885
Ptpro,0.80367017
Lix1,0.8036413
Dio2,0.8036215
Hspd1,0.80352193
Abhd12,0.80335724
Psmd8,0.80298847
Atp6v1g1,0.80295867
Poldip2,0.8028283
Cdk2ap1,0.8028053
Adnp,0.8027678
X9330159F19Rik,0.802617
Pitpnm3,0.8025695
Fus,0.8023713
Nap1l4,0.80216205
Dact3,0.8018335
Ptbp2,0.8017487
Arf6,0.8017321
Cplx2,0.8016341
Vbp1,0.8016015
Zfp148,0.80156636
Lamp2,0.80155456
Sumo1,0.8014847
Sdcbp,0.80142856
Napa,0.80130637
Lysmd2,0.8012819
Dmxl2,0.80097675
Zc3h7b,0.8007874
Map2k4,0.80077636
Pum1,0.80076003
Rab12,0.8004555
Myh10,0.8004359
Wdr13,0.8003823
Enho,0.8002765
Camkv,0.80027527
Atp2c1,0.80005175
Psd,0.7997486
Arih1,0.799713
Ctbp2,0.7995022
Gsk3a,0.79949534
Trp53i11,0.79938823
Ramp1,0.7993066
Rasa3,0.79930586
Trio,0.79924005
Map4k4,0.79910606
Cdh2,0.79901
Metrn,0.7989543
Rpn2,0.7989361
Snph,0.7987414
Phf3,0.7986542
Sept2,0.79862165
X2700060E02Rik,0.7984586
Gprasp2,0.79843515
Slc23a2,0.79839754
Cct7,0.79835254
Dmxl1,0.7982463
Zfp445,0.7981814
Cnn3,0.7981807
Atad1,0.7979326
Hdac5,0.797839
Ppp2r2a,0.7977182
Snx27,0.79767597
Ppfia2,0.79740936
Mcl1,0.7974019
Fbxw7,0.7973835
Klhl7,0.7973466
Cggbp1,0.7972344
Cltb,0.79718494
Camsap2,0.79714453
Wdr7,0.7970916
Trak2,0.79706657
Rpl28,0.79704773
Hipk3,0.7969506
Ppm1b,0.7968783
Mllt6,0.79686195
Klc2,0.79685366
Caly,0.79683393
Pik3ca,0.79674685
Rdx,0.7967135
Hsd17b12,0.79670084
Ube2v2,0.7965821
Strap,0.79655004
Rere,0.7963091
Elmo1,0.796252
Zic1,0.7962112
Mtor,0.7962011
Gm15421,0.79609275
Ip6k1,0.7958505
Arl3,0.79574275
Fgfr1,0.7957299
Nr3c1,0.79569256
Impact,0.79568523
Eif3c,0.79567796
Fam20c,0.79532194
Cct8,0.7949651
Arid1a,0.79490006
Rev3l,0.7948189
Tagln3,0.79480684
X9930021J03Rik,0.7947829
Pnn,0.7947531
Arhgdia,0.79473
Cacng5,0.79471046
Cnih,0.79441535
Gnl1,0.7941816
Arap2,0.7941685
Abhd17a,0.79378426
Egln1,0.79378265
Rit2,0.7936218
Hmgn3,0.79356503
Sybu,0.7935495
Rab5b,0.79333526
Ndufs7,0.7933252
Gatm,0.7932886
Mapk3,0.79313916
Thrap3,0.7931389
S100a16,0.79313517
Tef,0.79290134
Ypel3,0.79282695
Hras1,0.7928087
Fyttd1,0.79280216
Gpbp1,0.79276496
Eml5,0.7927296
Ap3d1,0.792541
Higd2a,0.7924651
Zfp385b,0.7924507
Atp8a1,0.79226184
Paip2,0.7920461
Tmem256,0.7920413
Syt4,0.79178774
Dctn1,0.79171115
Fry,0.79169273
Nsmf,0.79163694
Crebzf,0.79135036
Arpc5l,0.79112947
Zmat2,0.7910151
Kpna4,0.79098487
Cttnbp2,0.7909122
Habp4,0.7907616
Baz1b,0.7906487
Wasl,0.7905571
Fto,0.79047227
Hrsp12,0.790448
Ralgapb,0.7903954
Thoc7,0.7903466
Fbxl5,0.7903397
Syngr3,0.7900353
Pkig,0.79002744
Pacsin1,0.78995866
AW549877,0.78990966
Ankrd40,0.7898729
Ube3a,0.7897775
Ildr2,0.7895516
Igf1,0.7895145
Agpat5,0.7894909
Fut9,0.789455
Klf13,0.7893636
Mapre3,0.7892355
Cacnb3,0.7892272
Ap1b1,0.789155
Oaz2,0.7891451
Rnf7,0.7891422
Ccnh,0.7891191
Coq2,0.7890523
Cenpb,0.78898185
Cnrip1,0.78879285
Peli2,0.7887725
Rsrc2,0.7886659
Aldh6a1,0.7886636
Phactr3,0.78864664
Picalm,0.7886067
Sbk1,0.7886026
Akap9,0.7885782
Smarca2,0.7884549
Grb2,0.788386
Setd3,0.7882507
Nfat5,0.78820586
Mkrn1,0.7881504
Rnf157,0.7881185
Psma7,0.7878672
Fgf1,0.7878182
Mzt1,0.78757286
Arl8a,0.78754467
Rfk,0.7875161
Bsn,0.7875108
Man2a2,0.78749216
Bri3bp,0.7874755
Trpc4ap,0.7872697
Mfn1,0.7870704
Rmnd5a,0.78704983
Sh3glb2,0.7870126
Zhx1,0.7868169
Fbxl16,0.78656954
Tmem55a,0.7864164
Gas7,0.7863634
Marf1,0.7862767
Tnrc6a,0.7860259
A930011O12Rik,0.78589404
Chn1,0.7858036
Braf,0.7858009
Rabl6,0.785731
Cul1,0.7855756
Cd164,0.78542674
Lin7a,0.78533685
Grm1,0.78531057
Dbn1,0.7852239
Smarca4,0.7852236
Tra2a,0.7851486
S1pr1,0.78507984
Klf9,0.7850106
Sox2,0.7849436
Rb1cc1,0.7849146
Tceal6,0.7848814
Myl12b,0.78486305
Magi1,0.78475654
Mob4,0.78472126
Vma21,0.7847066
Actr10,0.78464234
Lgalsl,0.7844755
Cdk5r2,0.7844152
Gda,0.7842329
Atrn,0.78412175
Vti1b,0.784079
Fam163b,0.7840644
Cops2,0.7840586
Acap2,0.78382945
Nhp2l1,0.78378713
Pianp,0.78372055
Rpl11,0.7837155
Ranbp2,0.78371364
Mat2b,0.78369665
Ipo9,0.7834985
Ppp6r3,0.7834525
Fstl5,0.7833691
Abhd8,0.7832902
Rapgef4,0.7832852
Hectd1,0.7832787
Bex1,0.7832731
Smc3,0.7832681
Iqsec1,0.7831979
Mll2,0.78315806
Gucy1a3,0.783001
Srp54b,0.78297067
Podxl2,0.78290397
Snx10,0.78289145
Gna11,0.78287685
Ndufb2,0.78286016
Wrb,0.78271395
Ndufa1,0.78253555
Dlat,0.78238356
Txnl1,0.7823646
Ly6h,0.78234196
Hibadh,0.78225166
Camk2a,0.78198755
Mll5,0.7819568
Bmpr1a,0.7818552
Ubl5,0.78176135
Itsn1,0.78164464
Tnik,0.7816147
Crebrf,0.78159386
Mbd3,0.7815204
Abhd4,0.7814837
Snrnp70,0.7813365
Scn1b,0.7812591
X4932438A13Rik,0.78125656
Fam3c,0.78125143
Ap2b1,0.78123534
Ddx1,0.7811358
X1110001J03Rik,0.7810851
Smim14,0.7810222
Efnb3,0.78100795
Naa60,0.7810057
Stt3b,0.78097236
Cep170,0.7808199
Cic,0.78071856
Cox14,0.78051686
Fam19a5,0.78051245
Gphn,0.78048193
Tubb2b,0.78035015
Nudc,0.7800959
Zeb1,0.77983004
X2310035C23Rik,0.7797382
Abi1,0.7796611
Dmd,0.779515
Ppp2r2b,0.77947754
Prdx3,0.779462
Pnrc2,0.7793285
Khsrp,0.77894455
Tfrc,0.7788265
Trak1,0.77879304
Ralgapa1,0.778775
Gm20594,0.77871513
Tmco1,0.7785063
Tfg,0.7783221
Yme1l1,0.7782134
Cs,0.7782091
Cfdp1,0.77808416
Fam120c,0.778019
Ctxn1,0.7779873
Cct3,0.77798504
Romo1,0.77780277
Sorbs2,0.77779883
Myo10,0.77765495
Csnk1g3,0.77756226
Mrpl20,0.7775418
Txnl4a,0.77743036
X9530068E07Rik,0.7772741
Entpd4,0.7771985
Dlg4,0.7770567
Mark3,0.77697784
A330023F24Rik,0.77689016
Zcchc24,0.77685493
Zfp365,0.7768508
Psma2,0.7767937
Vps28,0.77677685
Sez6,0.7767604
Lsm14b,0.77671766
Aldh2,0.776439
Rap1gap2,0.7763998
Slc9a3r1,0.77636045
Fmr1,0.77627355
Lhfp,0.77602804
Auh,0.775986
Mrpl30,0.7759157
Cnot7,0.7758329
Dock10,0.77578896
Cmpk1,0.775759
Dmwd,0.7756593
Ssu72,0.7755457
Gnb2,0.7752738
Kif3a,0.77522385
Tmx2,0.7749262
Pcdh17,0.77492154
Mrps14,0.77488023
Pls3,0.77472323
Ap4s1,0.7747061
Rpl9,0.77470326
Pdpk1,0.77461696
Prpf39,0.7744622
Arxes2,0.7742654
Rpn1,0.7742091
Cetn3,0.7739964
Zfp704,0.7739879
Paqr8,0.7739849
Slc3a2,0.77391404
Tgoln1,0.77381223
Pgm2l1,0.7736911
Smarcc2,0.77349323
D8Ertd738e,0.77328575
Hagh,0.77322644
Tmem170b,0.77314746
Hif1a,0.77298874
Jund,0.77297515
Serp1,0.77291644
Arl8b,0.77287644
Rnf220,0.7727721
Palm,0.7727151
Rraga,0.77268106
Rsf1,0.7724224
Pde4b,0.77229744
Fxr2,0.77219117
Myh9,0.7721702
Dzip3,0.77212596
Sys1,0.77211744
Aebp2,0.7720273
Fbxl3,0.7719979
Nbr1,0.7718552
Dpp10,0.77182764
Cnp,0.7717295
Zmat3,0.77162635
Actr1a,0.7715893
Rasa2,0.7715266
Arc,0.7715264
Exoc5,0.7714592
Agpat3,0.7713978
Gm13889,0.7713326
Atp6v1h,0.77127725
Tspan13,0.7711844
Necab1,0.7711059
Opa1,0.77094364
Cdv3,0.77092904
Vps29,0.7708353
Nol4,0.7707446
Agrn,0.7706004
Golgb1,0.77057135
Fam174a,0.77040464
Prpf4b,0.7703534
Wsb2,0.7703507
Gstm5,0.77032894
Gfpt1,0.7702459
Hist1h1c,0.77019453
Pisd.ps1,0.7701457
X6820431F20Rik,0.7700561
Eif2s2,0.769992
Mfn2,0.7699726
Rock2,0.7698344
Cyfip1,0.7697197
Efr3b,0.7695535
Rbbp7,0.7692905
Cd63,0.76903653
Gng13,0.76891416
Asap1,0.7687703
Fryl,0.7686816
Pon2,0.76867497
Kif5c,0.7685688
Kifc2,0.76838875
Cdc37,0.7682444
Mien1,0.76820654
X1110018G07Rik,0.7681149
Ggnbp2,0.7680652
X2310044G17Rik,0.7679938
Gria3,0.767859
Trappc13,0.7677008
Psmd14,0.76768446
Cd47,0.7676718
Dcaf8,0.7676219
Ola1,0.7674353
Dctn6,0.7672759
Trim32,0.76718473
Ncoa4,0.76699936
Mtfr1l,0.766785
Zc3h15,0.76667625
Tmem55b,0.7666235
Col4a3bp,0.7666029
Stk25,0.76659715
Cwc15,0.76658916
Gabra3,0.76649594
Gsn,0.7663805
Dlx6as1,0.76637095
Ncoa2,0.7662129
Zic2,0.76608586
Baiap2,0.7660664
Chn2,0.76604277
March5,0.7659933
Sin3b,0.765988
Plekha1,0.76597387
Cask,0.7659649
Pds5b,0.7659383
Tjp1,0.7657815
Snx13,0.76568335
Lrba,0.76561624
Slc6a8,0.7654569
Kat6b,0.765361
Sec11c,0.7653571
Ulk2,0.7653273
Mest,0.76529074
Stard7,0.76500815
Vdac3,0.7648922
Fbxw11,0.7648581
Itpr1,0.76485384
Clptm1,0.764748
Fbxo44,0.7647188
Trappc4,0.76461273
Ddx24,0.7645965
Pptc7,0.76456547
Bai1,0.7644185
Ak1,0.76439315
Lrrc40,0.764313
Tomm22,0.76430434
Phpt1,0.76430327
Srsf10,0.76427126
Spast,0.7642117
Cdc42bpb,0.7641643
Ado,0.7640974
Homer1,0.7639935
Snrpb,0.7639681
Abl2,0.76390386
Ppp2r4,0.7638989
Cox20,0.76377726
Snn,0.7636909
Penk,0.7636471
Psat1,0.7636319
Stag2,0.7635752
Golph3,0.7635652
Med13l,0.76347446
Ube3b,0.76341724
Yaf2,0.763406
Nol7,0.7633824
Gprin1,0.76331896
Ireb2,0.7633165
Cdc42bpa,0.7631304
Bcl11a,0.76307696
Twf1,0.76296467
Akt1,0.76294076
P4hb,0.7629399
Ap1g1,0.7627011
Rgs17,0.762604
Hdgfrp3,0.7625954
Msantd4,0.76258075
Ccdc47,0.76255906
Npc2,0.7625046
Dlg3,0.76249295
Tmpo,0.76249015
Scn2a1,0.7623071
Fndc3a,0.7621894
Efr3a,0.7621583
Dtna,0.7619722
Sh3glb1,0.76190704
Wbp4,0.7618581
Ampd2,0.7618171
Cux1,0.7618063
Maf1,0.7617949
Snx5,0.7616695
Abce1,0.7616486
Ugp2,0.7616305
Eif3i,0.7615581
Sall1,0.76155007
Cisd2,0.7614777
Metap2,0.76140803
Gcsh,0.7612518
Apold1,0.7612507
Lxn,0.7611187
Anapc5,0.7610975
Nkiras1,0.76080483
Fam49a,0.76074326
Rapgef1,0.7607233
Npy,0.760674
C1d,0.7606462
X2410015M20Rik,0.760642
Tcf20,0.76059294
Slc2a1,0.7601622
Tpm3,0.7600491
Esrra,0.76001424
Cops5,0.7599863
Usp31,0.7597399
Hdac2,0.75944936
Chst1,0.7594202
Dync1h1,0.75924855
Socs7,0.7592288
Ly6c1,0.7588734
M6pr,0.7588701
Ube2q1,0.758845
Lamtor1,0.758714
Cct4,0.758689
Timm13,0.75853866
Purg,0.7585136
Ppp4r2,0.75851035
Ccng1,0.7583646
Fosl2,0.757945
Psmd7,0.7578719
Tubb4a,0.7578384
Slc12a2,0.7576843
Cstf2t,0.75765085
Zscan26,0.75759244
Rhobtb2,0.75751066
Dnajc8,0.757385
Glrx3,0.75738466
Abca1,0.7573626
Edil3,0.75732535
Man1a2,0.7572948
Brwd1,0.75727284
Fzd3,0.75724775
Chchd3,0.7571284
Thsd7a,0.7570871
Lypla1,0.7570253
Usp33,0.7569595
Erc2,0.7569245
Ralgps2,0.75678873
Chd6,0.7565479
Lsm14a,0.7565092
Trim28,0.75637007
Atg12,0.7562509
Ssfa2,0.75612617
Zer1,0.75612175
Arhgap21,0.75610197
Klhdc3,0.7560593
Dctn4,0.756016
Ccnl2,0.7559846
Camk2d,0.7558938
Abcd3,0.7558305
Vezf1,0.7557744
Cxcl14,0.75574327
Ubtf,0.75562865
Celf3,0.7555772
Akap6,0.75540966
Copb2,0.75522435
Gng4,0.75512886
Spin1,0.7550566
Sema6d,0.75502974
Psmd12,0.75470495
Mrps21,0.7545959
Trim8,0.75444007
X2010300C02Rik,0.75441635
Kat6a,0.7543003
Tenm3,0.7542392
Rprd1a,0.7542037
Tiam2,0.75418836
Rps25,0.75414467
Ddx42,0.75410736
Sult4a1,0.7540104
Fbxo9,0.7538844
Csnk1d,0.75385445
Sfxn1,0.75372326
Xbp1,0.7537209
Ppm1k,0.7537073
Tmem255a,0.75346404
Tuba4a,0.75338805
Fmn2,0.75324184
Bhlhb9,0.7531851
Creb1,0.75318503
Ppp5c,0.75316286
Nus1,0.75312114
Tmem50a,0.75307184
Fam131b,0.7529719
Akap8,0.7528455
Pcsk2,0.7527701
Tollip,0.7526465
Hmgn2,0.75263244
Vtn,0.7525579
Fam216a,0.7525265
Fnta,0.7524358
Bcl11b,0.75232065
Gatad1,0.7522906
Smarcd1,0.7522588
Ythdc1,0.7522552
Cul3,0.7522406
Kcnb1,0.7521849
Mid1ip1,0.75216746
Ccar1,0.7520598
Ankrd46,0.75168514
Armc1,0.7516724
Rlim,0.751636
Frmd7,0.75152975
Jhdm1d,0.7514572
Btf3,0.7514016
Suz12,0.75130457
Cntnap2,0.7512335
Slc9a6,0.7511715
Rab1b,0.7511461
Whsc1l1,0.7509031
Ylpm1,0.7508475
Adcy2,0.75080746
Cops4,0.7507749
Syt6,0.7507402
Lmo4,0.75063795
C330007P06Rik,0.75061363
Ankib1,0.7505861
Dhx36,0.7505091
Osbpl8,0.75043464
Psmb7,0.7503235
Slc6a9,0.7503041
Dyrk1a,0.75010127
Sbno1,0.75008696
Impa1,0.7500488
Bace1,0.7500035
Sars,0.74997723
Bmi1,0.74977577
Tbc1d9,0.7497313
Kalrn,0.7496567
Vps26b,0.74946654
Lpin2,0.7494194
Tns3,0.7494004
Rnf6,0.74926305
Cstf2,0.749249
Brd4,0.74919695
Avl9,0.7491207
Pnrc1,0.7490258
Grik3,0.7490014
Mageh1,0.74893504
Mrps33,0.74889845
Taok2,0.7488693
Kcnab3,0.7488611
Aftph,0.7488511
Slc6a6,0.74883753
Kansl1,0.7487945
Bzw1,0.74872416
Tbc1d9b,0.748681
Tcf12,0.7485344
Atrnl1,0.74852896
Hsd17b4,0.7484368
Cd9,0.7483986
Epb4.1l2,0.7482849
Trim33,0.74827296
Anapc13,0.7480148
Nktr,0.74786896
R3hdm4,0.7476083
Arpc5,0.74758565
Mrpl42,0.7474325
Capn2,0.7473115
Atcay,0.7472497
Mrpl12,0.74721265
Tbca,0.7471643
Vmp1,0.7471392
Rnf20,0.7471157
Igf1r,0.7470998
Dnajc3,0.747081
Dgkz,0.74708056
Rpl23a,0.7469071
X1700025G04Rik,0.74689084
Zmiz2,0.7468494
X5430417L22Rik,0.7468256
Arcn1,0.74674994
Ddhd1,0.74657315
Tshz2,0.7464596
Ewsr1,0.74645865
Etf1,0.7464449
Larp1,0.74642676
Zcchc11,0.7464249
Gm12070,0.74636465
Smim7,0.74634
Mmd,0.74626017
Mboat7,0.7462507
Vgf,0.74613696
Axl,0.7460768
Fkbp4,0.7460213
Sh3bgrl3,0.7460135
Blcap,0.7459371
Phgdh,0.7459317
Gas5,0.7458861
Prpsap1,0.74576056
Rangap1,0.7457455
Reep5,0.7457139
Apba1,0.74570453
Fgfr3,0.7456605
Chga,0.7456111
Nf1,0.7455763
Ipo5,0.7455656
Zfand3,0.745527
G3bp1,0.74546456
Smek2,0.74541545
Tm2d2,0.74541086
Ddx3y,0.7453578
Naca,0.74534655
Sec31a,0.74521184
Utrn,0.74514765
Dync1i2,0.7451219
Psip1,0.745071
Csrp1,0.74501747
Ube2w,0.74497706
Fam49b,0.74488205
Ktn1,0.7447529
Senp6,0.74468136
Cadm3,0.7446411
Wbp11,0.74461967
Grsf1,0.74456626
Snrnp200,0.7443856
Chst11,0.7443829
Kcnj4,0.7443612
Tsen34,0.74435014
Serinc5,0.7443071
Pcdh20,0.7441453
Adam10,0.7441343
Pip4k2b,0.7441169
Jkamp,0.7439824
Fam210a,0.74395835
Cry2,0.7439215
Dcun1d4,0.7437299
Rbx1,0.7437293
Kitl,0.74371433
Ociad2,0.7436704
Tmem127,0.74354637
Use1,0.74352115
D10Wsu52e,0.7433118
Samd8,0.74329305
Smpd1,0.7431855
Dnajb5,0.74292946
D430019H16Rik,0.74292815
Kcnc2,0.742868
Bcl2,0.7427826
Psmc3,0.74273723
Midn,0.7427162
Capns1,0.74266565
Spock3,0.7425741
Sp9,0.7425609
X2310022B05Rik,0.7424989
Kdelr1,0.7424118
Fxyd6,0.74240935
Dip2c,0.7423853
Slc2a3,0.7421872
Klhl5,0.7421285
Nlk,0.7421143
Fam21,0.7419512
Psmc6,0.7418862
Tsc22d4,0.74177194
Sv2a,0.7415663
Eif2s3x,0.74145085
Dars,0.7414322
Chd9,0.74140316
Acot13,0.7413756
Pias2,0.7412135
Peli1,0.74099517
Dirc2,0.7409853
Rps28,0.7409398
Ist1,0.74075794
Mapk8,0.7406424
Rap1a,0.74056095
Rc3h1,0.7405516
Pacs2,0.7403384
Slc25a22,0.74016887
Epc1,0.74003875
Pitpnm2,0.7399954
Pdcd6,0.7399215
Fam173a,0.7399037
Hypk,0.73985887
Ctcf,0.7397822
Kcnab2,0.73977137
Slmap,0.73964125
Mapk4,0.739595
Fabp5,0.73946315
Cacna1a,0.7394017
Bai3,0.7393098
Ufm1,0.7392164
Ythdf3,0.7391659
Psma6,0.73902816
Setx,0.73899937
Zfp664,0.7389778
Stip1,0.7385687
Nop56,0.7384337
Lonp2,0.7383113
Pmepa1,0.7382958
Emc3,0.7382429
Slc25a46,0.7382389
Stk39,0.7382068
Cuedc2,0.73815477
Tceal8,0.73814696
X2310036O22Rik,0.73812366
Lrp8,0.73798937
Ide,0.73784345
Ttbk2,0.73781157
Pdp1,0.7377579
Atp9a,0.7376131
Cnih2,0.7376069
Rock1,0.73760116
Pdia6,0.7375711
Taldo1,0.73752034
Tomm5,0.737362
Hdac9,0.73725975
Rgs2,0.7371456
Phb,0.73704743
Ufc1,0.7367948
Cerk,0.7366831
Agap3,0.73664033
Rnd3,0.7366249
Bcat1,0.7363948
Arx,0.7362634
Sall2,0.73618114
Adam22,0.7361044
Fnip1,0.7360036
Cdk13,0.7359928
Abca2,0.7358898
Tsc22d3,0.7358202
Txndc15,0.7358001
Bag6,0.73570645
Shroom2,0.735698
Tcea1,0.73565775
H1f0,0.73563516
Hnrnpf,0.7356061
Src,0.735558
Lgr5,0.7355251
Fermt2,0.7353958
Nav2,0.73532933
Adam23,0.73529834
Sema5a,0.7352535
Sos1,0.7352289
Ryr2,0.7351615
Kank3,0.7350641
Armc8,0.73502207
Rasgef1a,0.7350048
Ehd3,0.73474294
Rap1gap,0.73466325
Cse1l,0.734612
Mgat3,0.7345921
Pttg1ip,0.73451114
Tmem184c,0.7343247
Psmd13,0.7343114
Rabep1,0.7340828
Micu3,0.733967
Sdhd,0.7338418
Gstp2,0.7334025
Mrps12,0.73333114
Mvb12b,0.7332972
Cul5,0.7330313
Ccrn4l,0.73296833
Dr1,0.73293644
Abcc5,0.7328577
Msl2,0.7328314
Wwp1,0.7327564
Rabgap1,0.7327455
Trappc6b,0.7327428
Dab1,0.73248595
Tmem131,0.73241305
Vps4a,0.7324117
Ap3b2,0.73233026
Mga,0.73218787
Rnps1,0.7321321
Pik3r3,0.7320818
Bod1,0.7320249
Chchd1,0.7319675
Tmem184b,0.731854
Ip6k2,0.73185265
Xpo1,0.7317753
Fam98b,0.7317653
Max,0.73172754
Sez6l2,0.73169225
Ssbp3,0.7315789
Smap2,0.73156
Plcb1,0.73145086
Ncdn,0.73135525
Ier3ip1,0.7310447
Chp1,0.7307924
Lasp1,0.7305142
Ythdf1,0.73051125
Bmyc,0.7304968
Mrps6,0.73048764
Wsb1,0.73045915
Anxa5,0.73031944
Rnf145,0.73019445
Prrc2a,0.730107
Ykt6,0.73006237
Nr2f1,0.7300076
Srp72,0.7297207
Sesn1,0.7295391
Vps41,0.72946775
Dido1,0.72946465
Fat3,0.72945917
Rufy2,0.7294413
Gps1,0.72941715
B3gat3,0.7293527
Cds1,0.72920823
Rps15a.ps6,0.72919357
Mtus1,0.7291841
Usp47,0.7290101
Ugcg,0.7289163
Araf,0.7288376
Zfp292,0.7288349
Thoc2,0.7288172
Gstp1,0.7286991
Atp13a2,0.72869664
Yars,0.7286934
Parp6,0.7286244
Suds3,0.7285328
Pdcd6ip,0.72848845
Insig1,0.728467
Arpp19,0.7284646
Fam181b,0.7284483
Cnot1,0.72826856
Ep300,0.72822386
Synj2bp,0.72820175
Nalcn,0.72819513
Dnajc7,0.72810876
Shisa3,0.7279828
Bnip3,0.7278048
Snrpd2,0.72776604
Phldb1,0.7276341
Dnajb9,0.7276315
Rap1b,0.72734845
Hivep1,0.72732574
Khdrbs3,0.7272901
Mex3c,0.72722054
Glrx5,0.7272091
Arsb,0.7271404
Usp14,0.72712064
Tab2,0.7270955
Sh2b1,0.7270287
Fndc4,0.72700995
Reep1,0.7269686
Ppm1a,0.7268797
Bscl2,0.7267508
Ppp2r5b,0.7266438
Psmd1,0.72657233
